breed,disease,food,ingredients
"Poodle, standard",Mitral valve dysplasia,Beef & Oats Porridge,"Beef, Oats"
"Poodle, standard",Mitral valve dysplasia,Beef heart & Spinach Brown Rice Bowl,"Beef heart, Spinach, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Beef heart & Spinach Oat Porridge,"Beef heart, Spinach, Oats"
"Poodle, standard",Mitral valve dysplasia,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Beef liver & Oats Porridge,"Beef liver, Oats"
"Poodle, standard",Mitral valve dysplasia,Cardio Shield Chicken heart Stew #2,"Chicken heart, Brown rice, Broccoli, Spinach, Pumpkin seeds"
"Poodle, standard",Mitral valve dysplasia,Chicken & Brown rice Bowl,"Chicken, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Chicken & Oats Porridge,"Chicken, Oats"
"Poodle, standard",Mitral valve dysplasia,Heart Guard Beef heart Bowl #1,"Beef heart, Sweet potato, Spinach, Broccoli, Flaxseed"
"Poodle, standard",Mitral valve dysplasia,Heart Health Sardine Plate,"Sardine, Brown rice, Spinach, Broccoli, Pumpkin seeds"
"Poodle, standard",Mitral valve dysplasia,Lamb & Brown rice Bowl,"Lamb, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Lamb & Oats Porridge,"Lamb, Oats"
"Poodle, standard",Mitral valve dysplasia,Mackerel & Oats Porridge,"Mackerel, Oats"
"Poodle, standard",Mitral valve dysplasia,Sardines & Brown rice Bowl,"Sardines, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Sardines & Oats Porridge,"Sardines, Oats"
"Poodle, standard",Mitral valve dysplasia,Strong Heart Salmon Dinner #3,"Salmon, Oats, Spinach, Broccoli, Cod liver oil"
"Poodle, standard",Mitral valve dysplasia,Taurine Boost Egg Mix #4,"Egg (whole), Sweet potato, Broccoli, Spinach, Flaxseed"
"Poodle, standard",Mitral valve dysplasia,Turkey & Brown rice Bowl,"Turkey, Brown rice"
"Poodle, standard",Mitral valve dysplasia,Turkey & Oats Porridge,"Turkey, Oats"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver & Carrot with Cod liver oil,"Beef liver, Carrot, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver & Carrot with Sunflower seeds,"Beef liver, Carrot, Sunflower seeds"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver & Salmon Stew with Carrot,"Beef liver, Salmon, Carrot"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver & Sweet potato with Cod liver oil,"Beef liver, Sweet potato, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver with Carrot & Kale,"Beef liver, Carrot, Kale"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver with Carrot & Pumpkin,"Beef liver, Carrot, Pumpkin"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Bright Eyes Salmon Bowl #1,"Salmon, Sweet potato, Spinach, Broccoli, Blueberry"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Clear Sight Egg yolk Dinner #3,"Egg yolk, Sweet potato, Carrot, Kale, Blueberry"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Egg yolk & Kale with Cod liver oil,"Egg yolk, Kale, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Egg yolk & Spinach with Cod liver oil,"Egg yolk, Spinach, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Retina Guard Beef liver Mix #4,"Beef liver, Pumpkin, Kale, Spinach, Sunflower seeds"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Salmon & Carrot with Cod liver oil,"Salmon, Carrot, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Salmon & Pumpkin with Cod liver oil,"Salmon, Pumpkin, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Salmon & Sweet potato with Cod liver oil,"Salmon, Sweet potato, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Salmon with Carrot & Sweet potato,"Salmon, Carrot, Sweet potato"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Sardines & Kale with Cod liver oil,"Sardines, Kale, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Sardines & Pumpkin with Cod liver oil,"Sardines, Pumpkin, Cod liver oil"
"Poodle, standard",Optic nerve hypoplasia and micropapilla,Vision Shield Sardine Stew #2,"Sardine, Pumpkin, Broccoli, Carrot, Sunflower seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef & Pumpkin with Pumpkin seeds,"Beef, Pumpkin, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver & Beef Stew with Carrot,"Beef liver, Beef, Carrot"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver & Carrot with Pumpkin seeds,"Beef liver, Carrot, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver & Oysters Stew with Carrot,"Beef liver, Oysters, Carrot"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver & Oysters Stew with Sweet potato,"Beef liver, Oysters, Sweet potato"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver & Sweet potato with Pumpkin seeds,"Beef liver, Sweet potato, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver with Carrot & Pumpkin,"Beef liver, Carrot, Pumpkin"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef liver with Sweet potato & Pumpkin,"Beef liver, Sweet potato, Pumpkin"
"Poodle, standard",Persistent pupillary membranes (PPM),Beef with Carrot & Sweet potato,"Beef, Carrot, Sweet potato"
"Poodle, standard",Persistent pupillary membranes (PPM),Bright Eyes Salmon Bowl #1,"Salmon, Pumpkin, Carrot, Kale, Blueberry"
"Poodle, standard",Persistent pupillary membranes (PPM),Clear Sight Egg yolk Dinner #3,"Egg yolk, Pumpkin, Spinach, Carrot, Blueberry"
"Poodle, standard",Persistent pupillary membranes (PPM),Eye Protect Beef liver Plate #5,"Beef liver, Pumpkin, Kale, Spinach, Blueberry"
"Poodle, standard",Persistent pupillary membranes (PPM),Oysters & Carrot with Pumpkin seeds,"Oysters, Carrot, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Oysters & Pumpkin with Pumpkin seeds,"Oysters, Pumpkin, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Oysters & Sweet potato with Pumpkin seeds,"Oysters, Sweet potato, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Oysters with Carrot & Pumpkin,"Oysters, Carrot, Pumpkin"
"Poodle, standard",Persistent pupillary membranes (PPM),Oysters with Carrot & Sweet potato,"Oysters, Carrot, Sweet potato"
"Poodle, standard",Persistent pupillary membranes (PPM),Retina Guard Beef Mix #4,"Beef, Sweet potato, Carrot, Kale, Pumpkin seeds"
"Poodle, standard",Persistent pupillary membranes (PPM),Vision Shield Sardine Stew #2,"Sardine, Sweet potato, Kale, Spinach, Pumpkin seeds"
"Poodle, standard",Progressive retinal atrophy,Beef & Carrot Chickpeas Stew,"Beef, Carrot, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Beef liver & Corn Chickpeas Stew,"Beef liver, Corn, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Beef liver & Sweet potato Chickpeas Stew,"Beef liver, Sweet potato, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Bright Eyes Salmon Bowl #1,"Salmon, Pumpkin, Carrot, Kale, Blueberry"
"Poodle, standard",Progressive retinal atrophy,Clear Sight Sardine Dinner #3,"Sardine, Pumpkin, Spinach, Broccoli, Blueberry"
"Poodle, standard",Progressive retinal atrophy,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Eye Protect Beef liver Plate #5,"Beef liver, Pumpkin, Chickpeas, Orange pepper, Blueberry"
"Poodle, standard",Progressive retinal atrophy,Herring & Corn Chickpeas Stew,"Herring, Corn, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Herring & Sweet potato Chickpeas Stew,"Herring, Sweet potato, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Mackerel & Peas Chickpeas Stew,"Mackerel, Peas, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Oysters & Carrot Chickpeas Stew,"Oysters, Carrot, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Retina Guard Beef Mix #4,"Beef, Sweet potato, Broccoli, Chickpeas, Cod liver oil"
"Poodle, standard",Progressive retinal atrophy,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Sardines & Peas Chickpeas Stew,"Sardines, Peas, Chickpeas"
"Poodle, standard",Progressive retinal atrophy,Vision Shield Egg yolk Stew #2,"Egg yolk, Sweet potato, Kale, Spinach, Pumpkin seeds"
"Poodle, standard",Retinal dysplasia,Beef & Chickpeas Stew,"Beef, Chickpeas"
"Poodle, standard",Retinal dysplasia,Beef heart & Chickpeas Stew,"Beef heart, Chickpeas"
"Poodle, standard",Retinal dysplasia,Beef liver & Kale Chickpeas Stew,"Beef liver, Kale, Chickpeas"
"Poodle, standard",Retinal dysplasia,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
"Poodle, standard",Retinal dysplasia,Bright Eyes Sardine Bowl,"Sardine, Pumpkin, Broccoli, Carrot, Blueberry"
"Poodle, standard",Retinal dysplasia,Chicken & Chickpeas Stew,"Chicken, Chickpeas"
"Poodle, standard",Retinal dysplasia,Clear Sight Egg yolk Dinner #3,"Egg yolk, Pumpkin, Kale, Spinach, Blueberry"
"Poodle, standard",Retinal dysplasia,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
"Poodle, standard",Retinal dysplasia,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
"Poodle, standard",Retinal dysplasia,Eye Protect Beef heart Plate,"Beef heart, Pumpkin, Chickpeas, Broccoli, Blueberry"
"Poodle, standard",Retinal dysplasia,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
"Poodle, standard",Retinal dysplasia,Mackerel & Sweet potato Chickpeas Stew,"Mackerel, Sweet potato, Chickpeas"
"Poodle, standard",Retinal dysplasia,Oysters & Pumpkin Chickpeas Stew,"Oysters, Pumpkin, Chickpeas"
"Poodle, standard",Retinal dysplasia,Oysters & Sweet potato Chickpeas Stew,"Oysters, Sweet potato, Chickpeas"
"Poodle, standard",Retinal dysplasia,Retina Guard Beef Mix #4,"Beef, Sweet potato, Spinach, Chickpeas, Pumpkin seeds"
"Poodle, standard",Retinal dysplasia,Salmon & Broccoli Chickpeas Stew,"Salmon, Broccoli, Chickpeas"
"Poodle, standard",Retinal dysplasia,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
"Poodle, standard",Retinal dysplasia,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
"Poodle, standard",Retinal dysplasia,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
"Poodle, standard",Retinal dysplasia,Vision Shield Salmon Stew #2,"Salmon, Sweet potato, Carrot, Kale, Pumpkin seeds"
"Poodle, standard",colour dilution alopecia,Beef & Chickpeas Stew,"Beef, Chickpeas"
"Poodle, standard",colour dilution alopecia,Beef & Oats Porridge,"Beef, Oats"
"Poodle, standard",colour dilution alopecia,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
"Poodle, standard",colour dilution alopecia,Coat Shine Salmon Stew #2,"Salmon, Oats, Spinach, Chickpeas, Sunflower seeds"
"Poodle, standard",colour dilution alopecia,Derma Care Sardine Dinner #3,"Sardine, Pumpkin, Chickpeas, Carrot, Blueberry"
"Poodle, standard",colour dilution alopecia,Eggs & Chickpeas Stew,"Eggs, Chickpeas"
"Poodle, standard",colour dilution alopecia,Eggs & Oats Porridge,"Eggs, Oats"
"Poodle, standard",colour dilution alopecia,Fur Renewal Beef liver Plate #5,"Beef liver, Oats, Spinach, Chickpeas, Blueberry"
"Poodle, standard",colour dilution alopecia,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
"Poodle, standard",colour dilution alopecia,Herring & Pumpkin Oat Porridge,"Herring, Pumpkin, Oats"
"Poodle, standard",colour dilution alopecia,Itch Relief Egg Mix #4,"Egg (whole), Sweet potato, Carrot, Spinach, Sunflower seeds"
"Poodle, standard",colour dilution alopecia,Mackerel & Carrot Chickpeas Stew,"Mackerel, Carrot, Chickpeas"
"Poodle, standard",colour dilution alopecia,Mackerel & Carrot Oat Porridge,"Mackerel, Carrot, Oats"
"Poodle, standard",colour dilution alopecia,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
"Poodle, standard",colour dilution alopecia,Oysters & Oats Porridge,"Oysters, Oats"
"Poodle, standard",colour dilution alopecia,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
"Poodle, standard",colour dilution alopecia,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
"Poodle, standard",colour dilution alopecia,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
"Poodle, standard",colour dilution alopecia,Sardines & Sweet potato Oat Porridge,"Sardines, Sweet potato, Oats"
"Poodle, standard",colour dilution alopecia,Skin Glow Egg (cooked) Bowl #1,"Egg (cooked), Sweet potato, Carrot, Spinach, Blueberry"
"Poodle, standard",sebaceous adenitis,Beef & Chickpeas Stew,"Beef, Chickpeas"
"Poodle, standard",sebaceous adenitis,Beef liver & Chickpeas Stew,"Beef liver, Chickpeas"
"Poodle, standard",sebaceous adenitis,Beef liver & Spinach Chickpeas Stew,"Beef liver, Spinach, Chickpeas"
"Poodle, standard",sebaceous adenitis,Coat Shine Sardine Stew #2,"Sardine, Pumpkin, Spinach, Chickpeas, Pumpkin seeds"
"Poodle, standard",sebaceous adenitis,Derma Care Egg (cooked) Dinner,"Egg (cooked), Sweet potato, Chickpeas, Kale, Sunflower seeds"
"Poodle, standard",sebaceous adenitis,Fur Renewal Beef Plate #5,"Beef, Sweet potato, Carrot, Spinach, Flaxseed oil"
"Poodle, standard",sebaceous adenitis,Herring & Kale Chickpeas Stew,"Herring, Kale, Chickpeas"
"Poodle, standard",sebaceous adenitis,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
"Poodle, standard",sebaceous adenitis,Itch Relief Egg Mix #4,"Egg (whole), Pumpkin, Kale, Carrot, Sunflower oil"
"Poodle, standard",sebaceous adenitis,Mackerel & Carrot Chickpeas Stew,"Mackerel, Carrot, Chickpeas"
"Poodle, standard",sebaceous adenitis,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
"Poodle, standard",sebaceous adenitis,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
"Poodle, standard",sebaceous adenitis,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
"Poodle, standard",sebaceous adenitis,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
"Poodle, standard",sebaceous adenitis,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
"Poodle, standard",sebaceous adenitis,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
"Poodle, standard",sebaceous adenitis,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
"Poodle, standard",sebaceous adenitis,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
"Poodle, standard",sebaceous adenitis,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
"Poodle, standard",sebaceous adenitis,Skin Glow Salmon Bowl #1,"Salmon, Sweet potato, Carrot, Spinach, Flaxseed"
"Poodle, standard",von Willebrand's disease,Beef liver & Broccoli Lentils Stew,"Beef liver, Broccoli, Lentils"
"Poodle, standard",von Willebrand's disease,Beef liver & Kale Lentils Stew,"Beef liver, Kale, Lentils"
"Poodle, standard",von Willebrand's disease,Beef liver & Parsley Lentils Stew,"Beef liver, Parsley, Lentils"
"Poodle, standard",von Willebrand's disease,Beef liver & Spinach Lentils Stew,"Beef liver, Spinach, Lentils"
"Poodle, standard",von Willebrand's disease,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
"Poodle, standard",von Willebrand's disease,Beef liver with Spinach & Kale,"Beef liver, Spinach, Kale"
"Poodle, standard",von Willebrand's disease,Blood Builder Egg Bowl #4,"Egg (whole), Pumpkin, Parsley, Bell pepper, Sunflower seeds"
"Poodle, standard",von Willebrand's disease,Blood Builder Salmon Bowl #1,"Salmon, Sweet potato, Spinach, Broccoli, Sunflower seeds"
"Poodle, standard",von Willebrand's disease,Iron Boost Lean beef Stew #5,"Lean beef, Sweet potato, Bell pepper, Spinach, Sunflower seeds"
"Poodle, standard",von Willebrand's disease,Iron Boost Sardine Stew #2,"Sardine, Pumpkin, Broccoli, Kale, Sunflower seeds"
"Poodle, standard",von Willebrand's disease,Lean beef & Kale Lentils Stew,"Lean beef, Kale, Lentils"
"Poodle, standard",von Willebrand's disease,Lean beef & Spinach Lentils Stew,"Lean beef, Spinach, Lentils"
"Poodle, standard",von Willebrand's disease,Mackerel & Bell pepper Lentils Stew,"Mackerel, Bell pepper, Lentils"
"Poodle, standard",von Willebrand's disease,Mackerel & Sweet potato Lentils Stew,"Mackerel, Sweet potato, Lentils"
"Poodle, standard",von Willebrand's disease,Salmon & Broccoli Lentils Stew,"Salmon, Broccoli, Lentils"
"Poodle, standard",von Willebrand's disease,Salmon & Parsley Lentils Stew,"Salmon, Parsley, Lentils"
"Poodle, standard",von Willebrand's disease,Salmon & Spinach Lentils Stew,"Salmon, Spinach, Lentils"
"Poodle, standard",von Willebrand's disease,Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
"Poodle, standard",von Willebrand's disease,Sardines & Parsley Lentils Stew,"Sardines, Parsley, Lentils"
"Poodle, standard",von Willebrand's disease,Vital Blood Beef liver Dinner #3,"Beef liver, Sweet potato, Kale, Parsley, Sunflower seeds"
"Poodle, toy",Cataracts,Beef & Chickpeas Stew,"Beef, Chickpeas"
"Poodle, toy",Cataracts,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
"Poodle, toy",Cataracts,Bright Eyes Egg yolk Bowl,"Egg yolk, Pumpkin, Broccoli, Carrot, Blueberry"
"Poodle, toy",Cataracts,Clear Sight Sardine Dinner,"Sardine, Pumpkin, Kale, Spinach, Blueberry"
"Poodle, toy",Cataracts,Egg yolk & Kale Bowl with Blueberries,"Egg yolk, Kale, Blueberries"
"Poodle, toy",Cataracts,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
"Poodle, toy",Cataracts,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
"Poodle, toy",Cataracts,Eye Protect Herring Plate,"Herring, Pumpkin, Bell pepper, Chickpeas, Blueberry"
"Poodle, toy",Cataracts,Herring & Bell pepper Chickpeas Stew,"Herring, Bell pepper, Chickpeas"
"Poodle, toy",Cataracts,Herring & Corn Chickpeas Stew,"Herring, Corn, Chickpeas"
"Poodle, toy",Cataracts,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
"Poodle, toy",Cataracts,Mackerel & Peas Chickpeas Stew,"Mackerel, Peas, Chickpeas"
"Poodle, toy",Cataracts,Oysters & Bell pepper Chickpeas Stew,"Oysters, Bell pepper, Chickpeas"
"Poodle, toy",Cataracts,Oysters & Corn Chickpeas Stew,"Oysters, Corn, Chickpeas"
"Poodle, toy",Cataracts,Retina Guard Beef Mix,"Beef, Sweet potato, Spinach, Bell pepper, Sunflower seeds"
"Poodle, toy",Cataracts,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
"Poodle, toy",Cataracts,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
"Poodle, toy",Cataracts,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
"Poodle, toy",Cataracts,Sardines & Peas Chickpeas Stew,"Sardines, Peas, Chickpeas"
"Poodle, toy",Cataracts,Vision Shield Salmon Stew,"Salmon, Sweet potato, Carrot, Kale, Sunflower seeds"
"Poodle, toy",Corneal dystrophy,Beef liver & Broccoli with Sunflower seeds,"Beef liver, Broccoli, Sunflower seeds"
"Poodle, toy",Corneal dystrophy,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
"Poodle, toy",Corneal dystrophy,Bright Eyes Egg yolk Bowl #1,"Egg yolk, Sweet potato, Spinach, Carrot, Blueberry"
